Game,Game Played,Date,Age,Year,Age(Y),Team,Home Away,Opp,WL,Started,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,PM
64,53,3/6/2015,30-066,2015,30,CLE,Away,ATL,L (-9),1,40:09:00,5,13,0.385,1,4,0.25,7,8,0.875,1,5,6,8,2,1,9,3,18,10.8,-4
65,54,3/7/2015,30-067,2015,30,CLE,Home,PHO,W (+10),1,36:26:00,6,16,0.375,2,5,0.4,3,6,0.5,0,6,6,8,1,0,4,3,17,10.2,19
66,55,3/10/2015,30-070,2015,30,CLE,Away,DAL,W (+33),1,28:58:00,10,14,0.714,4,6,0.667,3,5,0.6,0,7,7,8,1,1,2,3,27,26.6,27
67,56,3/12/2015,30-072,2015,30,CLE,Away,SAS,W (+3),1,43:43:00,10,20,0.5,3,6,0.5,8,10,0.8,0,5,5,7,2,1,3,2,31,25.5,4
68,57,3/15/2015,30-075,2015,30,CLE,Away,ORL,W (+15),1,34:44:00,9,14,0.643,0,3,0,3,4,0.75,1,7,8,13,3,1,1,3,21,27.8,25
69,58,3/16/2015,30-076,2015,30,CLE,Away,MIA,L (-14),1,35:16:00,8,19,0.421,4,8,0.5,6,8,0.75,1,1,2,4,0,0,4,2,26,14.1,-17
70,59,3/18/2015,30-078,2015,30,CLE,Home,BRK,W (+25),1,34:35:00,5,13,0.385,2,4,0.5,4,6,0.667,1,2,3,7,1,0,2,1,16,12.9,13
71,60,3/20/2015,30-080,2015,30,CLE,Home,IND,W (+3),1,39:18:00,13,26,0.5,2,6,0.333,1,2,0.5,0,7,7,5,0,0,3,0,29,18.2,-7
72,61,3/22/2015,30-082,2015,30,CLE,Away,MIL,W (+18),1,39:28:00,10,17,0.588,1,4,0.25,7,7,1,2,8,10,6,5,1,5,1,28,28.4,4
73,62,3/25/2015,30-085,2015,30,CLE,Away,MEM,W (+22),1,31:27:00,7,15,0.467,3,5,0.6,3,4,0.75,0,8,8,5,0,0,1,2,20,16,31
74,63,3/27/2015,30-087,2015,30,CLE,Away,BRK,L (-8),1,38:28:00,8,15,0.533,2,5,0.4,6,8,0.75,0,5,5,9,5,1,3,4,24,24.8,-1
75,64,3/29/2015,30-089,2015,30,CLE,Home,PHI,W (+1),1,37:53:00,8,24,0.333,1,4,0.25,3,6,0.5,2,9,11,6,0,1,5,0,20,9.2,-4
76,65,4/2/2015,30-093,2015,30,CLE,Home,MIA,W (+26),1,35:27:00,9,16,0.563,1,2,0.5,4,5,0.8,1,7,8,7,1,3,3,3,23,21.6,14
77,66,4/5/2015,30-096,2015,30,CLE,Home,CHI,W (+5),1,36:31:00,8,17,0.471,1,3,0.333,3,6,0.5,2,8,10,12,3,1,3,4,20,21.4,11
78,67,4/8/2015,30-099,2015,30,CLE,Away,MIL,W (+5),1,39:51:00,8,15,0.533,2,5,0.4,3,4,0.75,2,7,9,8,1,1,2,2,21,21.3,0
79,68,4/10/2015,30-101,2015,30,CLE,Home,BOS,L (-9),1,26:05:00,5,14,0.357,0,5,0,4,9,0.444,0,3,3,7,1,0,3,1,14,7.6,1
80,,4/12/2015,30-103,2015,30,CLE,Away,BOS,L (-39),,,,,,,,,,,,,,,,,,,,,,
81,69,4/13/2015,30-104,2015,30,CLE,Home,DET,W (+12),1,32:14:00,7,17,0.412,3,4,0.75,4,6,0.667,3,7,10,11,2,1,1,0,21,24.7,19
82,,4/15/2015,30-106,2015,30,CLE,Home,WAS,W (+5),,,,,,,,,,,,,,,,,,,,,,
1,1,10/27/2015,30-301,2015,30,CLE,Away,CHI,L (-2),1,36:04:00,12,22,0.545,1,5,0.2,0,3,0,0,10,10,5,1,0,1,3,25,18.5,1
2,2,10/28/2015,30-302,2015,30,CLE,Away,MEM,W (+30),1,30:48:00,4,13,0.308,0,3,0,4,8,0.5,1,6,7,5,3,0,3,1,12,8.5,10
3,3,10/30/2015,30-304,2015,30,CLE,Home,MIA,W (+10),1,33:56:00,13,19,0.684,0,2,0,3,5,0.6,2,3,5,4,1,0,4,3,29,21,7
4,4,11/2/2015,30-307,2015,30,CLE,Away,PHI,W (+7),1,33:20:00,9,19,0.474,0,3,0,4,4,1,0,9,9,11,4,2,3,3,22,23.9,21
5,5,11/4/2015,30-309,2015,30,CLE,Home,NYK,W (+10),1,35:04:00,9,23,0.391,1,5,0.2,4,7,0.571,2,3,5,3,4,1,3,1,23,15,14
6,6,11/6/2015,30-311,2015,30,CLE,Home,PHI,W (+6),1,36:20:00,12,22,0.545,3,5,0.6,4,6,0.667,0,4,4,13,2,0,2,1,31,29.5,24
7,7,11/8/2015,30-313,2015,30,CLE,Home,IND,W (+4),1,35:01:00,10,23,0.435,0,3,0,9,14,0.643,0,6,6,4,0,0,2,0,29,17.5,1
8,8,11/10/2015,30-315,2015,30,CLE,Home,UTA,W (+4),1,37:51:00,11,19,0.579,1,3,0.333,8,12,0.667,3,4,7,8,2,0,5,2,31,25.6,4
9,9,11/13/2015,30-318,2015,30,CLE,Away,NYK,W (+6),1,39:23:00,12,21,0.571,0,2,0,7,10,0.7,0,3,3,6,2,1,3,4,31,23.1,17
10,10,11/14/2015,30-319,2015,30,CLE,Away,MIL,L (-3),1,45:03:00,13,27,0.481,5,11,0.455,6,12,0.5,4,8,12,5,1,3,7,3,37,24.5,-2
11,11,11/17/2015,30-322,2015,30,CLE,Away,DET,L (-5),1,39:48:00,11,21,0.524,4,7,0.571,4,5,0.8,0,6,6,3,0,0,4,3,30,18,-6
12,12,11/19/2015,30-324,2015,30,CLE,Home,MIL,W (+15),1,34:59:00,9,13,0.692,1,1,1,8,9,0.889,3,6,9,6,0,0,4,3,27,24,13
13,13,11/21/2015,30-326,2015,30,CLE,Home,ATL,W (+12),1,33:20:00,8,15,0.533,1,2,0.5,2,2,1,2,9,11,8,0,2,3,1,19,19.4,17
14,14,11/23/2015,30-328,2015,30,CLE,Home,ORL,W (+14),1,34:58:00,7,14,0.5,0,2,0,1,5,0.2,0,6,6,13,1,0,2,0,15,16.3,29
15,15,11/25/2015,30-330,2015,30,CLE,Away,TOR,L (-4),1,39:46:00,6,16,0.375,1,5,0.2,11,12,0.917,2,4,6,8,0,0,2,1,24,20.6,13
16,16,11/27/2015,30-332,2015,30,CLE,Away,CHO,W (+5),1,38:13:00,8,20,0.4,2,5,0.4,7,9,0.778,2,11,13,5,0,0,3,2,25,17.8,1
17,17,11/28/2015,30-333,2015,30,CLE,Home,BRK,W (+2),1,35:43:00,10,22,0.455,1,6,0.167,5,6,0.833,2,7,9,5,1,0,2,0,26,20.2,-1
18,18,12/1/2015,30-336,2015,30,CLE,Home,WAS,L (-12),1,37:23:00,8,20,0.4,0,3,0,8,8,1,4,9,13,4,1,1,9,3,24,13,-12
19,19,12/4/2015,30-339,2015,30,CLE,Away,NOP,L (-6),1,44:47:00,13,29,0.448,1,5,0.2,10,11,0.909,2,5,7,8,1,1,5,4,37,25.1,-4
20,,12/5/2015,30-340,2015,30,CLE,Away,MIA,L (-15),,,,,,,,,,,,,,,,,,,,,,
21,20,12/8/2015,30-343,2015,30,CLE,Home,POR,W (+5),1,40:20:00,14,24,0.583,1,3,0.333,4,4,1,1,9,10,3,2,3,2,3,33,28.2,7
22,21,12/11/2015,30-346,2015,30,CLE,Away,ORL,W (+35),1,29:25:00,10,15,0.667,0,1,0,5,8,0.625,0,3,3,8,4,0,4,0,25,23.8,36
23,22,12/15/2015,30-350,2015,30,CLE,Away,BOS,W (+12),1,35:42:00,10,20,0.5,0,3,0,4,4,1,1,6,7,3,2,1,6,3,24,14.1,17
24,23,12/17/2015,30-352,2015,30,CLE,Home,OKC,W (+4),1,39:37:00,12,27,0.444,2,5,0.4,7,8,0.875,2,7,9,11,2,0,7,2,33,23.9,5
25,24,12/20/2015,30-355,2015,30,CLE,Home,PHI,W (+22),1,25:19:00,10,17,0.588,0,3,0,3,4,0.75,0,5,5,4,3,1,2,0,23,20.7,33
26,25,12/23/2015,30-358,2015,30,CLE,Home,NYK,W (+7),1,37:43:00,9,22,0.409,0,3,0,6,7,0.857,1,8,9,5,0,0,1,2,24,16.6,7
27,26,12/25/2015,30-360,2015,30,CLE,Away,GSW,L (-6),1,38:33:00,10,26,0.385,1,5,0.2,4,9,0.444,2,7,9,2,1,2,4,0,25,12.1,-9
28,27,12/26/2015,30-361,2015,30,CLE,Away,POR,L (-29),1,26:27:00,4,13,0.308,0,3,0,4,5,0.8,0,4,4,5,0,0,3,2,12,5,-29
29,28,12/28/2015,30-363,2015,30,CLE,Away,PHO,W (+4),1,35:23:00,4,10,0.4,1,5,0.2,5,9,0.556,0,4,4,7,2,1,2,3,14,12.6,3
30,29,12/29/2015,30-364,2015,30,CLE,Away,DEN,W (+6),1,34:23:00,13,24,0.542,1,3,0.333,7,8,0.875,3,3,6,2,2,1,5,2,34,23.3,3
31,30,1/2/2016,31-003,2016,31,CLE,Home,ORL,W (+25),1,29:13:00,11,18,0.611,4,7,0.571,3,4,0.75,0,5,5,3,2,0,0,2,29,25.2,28
32,31,1/4/2016,31-005,2016,31,CLE,Home,TOR,W (+22),1,30:41:00,7,11,0.636,1,2,0.5,5,8,0.625,0,2,2,7,3,0,2,1,20,20,11
33,32,1/6/2016,31-007,2016,31,CLE,Away,WAS,W (+6),1,39:42:00,12,22,0.545,4,9,0.444,6,8,0.75,0,10,10,4,1,1,2,3,34,26.9,2
34,33,1/8/2016,31-009,2016,31,CLE,Away,MIN,W (+26),1,32:14:00,5,12,0.417,0,4,0,3,4,0.75,0,12,12,8,1,2,3,1,13,14.4,21
35,34,1/10/2016,31-011,2016,31,CLE,Away,PHI,W (+10),1,37:00:00,15,22,0.682,3,5,0.6,4,6,0.667,0,7,7,9,2,0,2,1,37,34.8,11
36,35,1/12/2016,31-013,2016,31,CLE,Away,DAL,W (+3),1,41:43:00,9,17,0.529,3,6,0.5,6,8,0.75,3,7,10,7,2,0,4,2,27,24.2,2
37,36,1/14/2016,31-015,2016,31,CLE,Away,SAS,L (-4),1,37:20:00,9,17,0.529,1,3,0.333,3,4,0.75,2,5,7,5,0,0,4,4,22,14.1,9
38,37,1/15/2016,31-016,2016,31,CLE,Away,HOU,W (+14),1,36:23:00,7,14,0.5,1,2,0.5,4,6,0.667,2,5,7,7,0,2,4,1,19,16,10
39,38,1/18/2016,31-019,2016,31,CLE,Home,GSW,L (-34),1,32:53:00,7,16,0.438,0,3,0,2,2,1,1,4,5,5,1,1,3,1,16,11.3,-34
40,39,1/20/2016,31-021,2016,31,CLE,Away,BRK,W (+13),1,29:03:00,7,12,0.583,1,1,1,2,4,0.5,0,1,1,5,1,1,4,1,17,11.7,15
41,40,1/21/2016,31-022,2016,31,CLE,Home,LAC,W (+13),1,35:11:00,9,17,0.529,1,4,0.25,3,5,0.6,1,4,5,12,0,0,0,4,22,21.6,21
42,41,1/23/2016,31-024,2016,31,CLE,Home,CHI,L (-13),1,39:44:00,11,27,0.407,0,5,0,4,7,0.571,3,10,13,9,2,1,1,3,26,22.2,-2
43,42,1/25/2016,31-026,2016,31,CLE,Home,MIN,W (+7),1,38:01:00,11,15,0.733,1,1,1,2,3,0.667,0,4,4,9,1,1,5,2,25,21.9,1
44,43,1/27/2016,31-028,2016,31,CLE,Home,PHO,W (+22),1,31:01:00,7,8,0.875,0,1,0,7,7,1,0,3,3,9,0,0,2,2,21,22.6,16
45,44,1/29/2016,31-030,2016,31,CLE,Away,DET,W (+8),1,35:48:00,7,16,0.438,0,2,0,6,7,0.857,1,8,9,8,1,0,1,3,20,18.7,19
46,45,1/30/2016,31-031,2016,31,CLE,Home,SAS,W (+14),1,34:09:00,10,17,0.588,0,2,0,9,11,0.818,1,4,5,7,2,2,2,2,29,27.7,14
47,46,2/1/2016,31-033,2016,31,CLE,Away,IND,W (+5),1,43:35:00,9,22,0.409,0,5,0,6,10,0.6,2,10,12,6,2,1,1,2,24,20.1,-1
48,47,2/3/2016,31-035,2016,31,CLE,Away,CHO,L (-9),1,39:08:00,10,21,0.476,0,3,0,3,5,0.6,0,6,6,6,1,2,1,1,23,18.5,-9
49,48,2/5/2016,31-037,2016,31,CLE,Home,BOS,L (-1),1,38:05:00,9,23,0.391,0,5,0,12,17,0.706,3,4,7,4,2,1,6,2,30,17.5,-7
50,49,2/6/2016,31-038,2016,31,CLE,Home,NOP,W (+15),1,36:42:00,11,20,0.55,2,5,0.4,3,3,1,0,3,3,8,1,0,2,2,27,22.1,8
51,50,2/8/2016,31-040,2016,31,CLE,Home,SAC,W (+20),1,30:54:00,8,16,0.5,1,2,0.5,4,5,0.8,1,9,10,10,2,1,4,1,21,21.3,16
52,51,2/10/2016,31-042,2016,31,CLE,Home,LAL,W (+9),1,36:40:00,12,22,0.545,3,6,0.5,2,5,0.4,1,6,7,11,1,0,1,1,29,27,16
53,52,2/18/2016,31-050,2016,31,CLE,Home,CHI,W (+11),1,34:37:00,11,19,0.579,0,2,0,3,3,1,2,7,9,9,0,1,2,3,25,23.4,13
54,53,2/21/2016,31-053,2016,31,CLE,Away,OKC,W (+23),1,37:30:00,11,22,0.5,2,5,0.4,1,1,1,3,4,7,11,3,0,5,3,25,21.8,22
55,54,2/22/2016,31-054,2016,31,CLE,Home,DET,L (-8),1,37:30:00,5,18,0.278,0,4,0,2,2,1,1,7,8,5,3,0,6,2,12,3.9,-4
56,55,2/24/2016,31-056,2016,31,CLE,Home,CHO,W (+11),1,30:19:00,8,13,0.615,2,4,0.5,5,8,0.625,1,6,7,7,2,0,2,1,23,22.9,4
57,56,2/26/2016,31-058,2016,31,CLE,Away,TOR,L (-2),1,40:29:00,9,18,0.5,2,4,0.5,5,9,0.556,1,7,8,7,1,0,6,2,25,16.3,10
58,,2/28/2016,31-060,2016,31,CLE,Away,WAS,L (-14),,,,,,,,,,,,,,,,,,,,,,
59,57,2/29/2016,31-061,2016,31,CLE,Home,IND,W (+4),1,36:49:00,14,22,0.636,2,4,0.5,3,5,0.6,0,5,5,4,2,0,5,2,33,22.9,12
60,58,3/4/2016,31-065,2016,31,CLE,Home,WAS,W (+25),1,30:23:00,7,18,0.389,1,4,0.25,4,4,1,1,12,13,8,3,0,1,1,19,20.7,15
61,59,3/5/2016,31-066,2016,31,CLE,Home,BOS,W (+17),1,36:00:00,11,20,0.55,1,4,0.25,5,9,0.556,4,7,11,8,2,1,4,2,28,25.2,4
62,60,3/7/2016,31-068,2016,31,CLE,Home,MEM,L (-3),1,37:38:00,11,19,0.579,2,4,0.5,4,5,0.8,2,7,9,5,1,0,4,2,28,21.9,-9
63,61,3/9/2016,31-070,2016,31,CLE,Away,SAC,W (+9),1,36:33:00,8,19,0.421,1,5,0.2,8,9,0.889,4,7,11,6,0,0,5,1,25,18.2,16
64,62,3/10/2016,31-071,2016,31,CLE,Away,LAL,W (+12),1,34:50:00,9,18,0.5,1,4,0.25,5,8,0.625,2,3,5,7,0,2,3,2,24,18.6,6
65,63,3/13/2016,31-074,2016,31,CLE,Away,LAC,W (+24),1,30:43:00,9,15,0.6,3,4,0.75,6,7,0.857,1,5,6,5,1,0,2,2,27,23.6,16
66,64,3/14/2016,31-075,2016,31,CLE,Away,UTA,L (-9),1,36:53:00,10,20,0.5,2,6,0.333,1,2,0.5,6,6,12,3,1,0,3,0,23,18.7,6
67,,3/16/2016,31-077,2016,31,CLE,Home,DAL,W (+1),,,,,,,,,,,,,,,,,,,,,,
68,65,3/18/2016,31-079,2016,31,CLE,Away,ORL,W (+6),1,35:44:00,6,15,0.4,0,3,0,6,6,1,1,6,7,8,1,1,4,3,18,14.5,-5
69,66,3/19/2016,31-080,2016,31,CLE,Away,MIA,L (-21),1,26:38:00,13,20,0.65,0,3,0,0,0,,0,3,3,3,1,0,3,1,26,17.8,-23
70,67,3/21/2016,31-082,2016,31,CLE,Home,DEN,W (+33),1,33:26:00,12,19,0.632,1,2,0.5,8,11,0.727,3,8,11,11,0,0,3,2,33,31.7,38
71,68,3/23/2016,31-084,2016,31,CLE,Home,MIL,W (+9),1,36:55:00,9,22,0.409,1,4,0.25,7,10,0.7,5,1,6,8,2,1,2,0,26,23.1,12
72,69,3/24/2016,31-085,2016,31,CLE,Away,BRK,L (-9),1,35:04:00,13,16,0.813,1,2,0.5,3,4,0.75,1,5,6,5,1,0,4,2,30,25.5,-8
73,70,3/26/2016,31-087,2016,31,CLE,Away,NYK,W (+14),1,35:46:00,10,21,0.476,2,3,0.667,5,6,0.833,3,8,11,11,1,2,2,4,27,26.9,20
74,,3/29/2016,31-090,2016,31,CLE,Home,HOU,L (-6),,,,,,,,,,,,,,,,,,,,,,
75,71,3/31/2016,31-092,2016,31,CLE,Home,BRK,W (+20),1,30:40:00,8,11,0.727,0,0,,8,10,0.8,0,4,4,11,2,1,6,0,24,24.3,28
76,72,4/1/2016,31-093,2016,31,CLE,Away,ATL,W (+2),1,44:25:00,12,26,0.462,1,5,0.2,4,5,0.8,3,13,16,9,3,1,3,4,29,26.6,6
77,73,4/3/2016,31-095,2016,31,CLE,Home,CHO,W (+9),1,40:50:00,14,22,0.636,0,0,,3,3,1,3,5,8,12,2,0,5,4,31,28.6,10
78,74,4/5/2016,31-097,2016,31,CLE,Away,MIL,W (+29),1,28:04:00,7,9,0.778,1,2,0.5,2,2,1,0,5,5,9,0,1,4,0,17,18,22
79,,4/6/2016,31-098,2016,31,CLE,Away,IND,L (-14),,,,,,,,,,,,,,,,,,,,,,
80,75,4/9/2016,31-101,2016,31,CLE,Away,CHI,L (-3),1,38:33:00,13,17,0.765,4,5,0.8,3,4,0.75,3,4,7,3,0,1,4,1,33,27.6,7
81,76,4/11/2016,31-103,2016,31,CLE,Home,ATL,W (+15),1,32:25:00,13,16,0.813,3,4,0.75,5,5,1,1,5,6,6,2,1,4,2,34,32.3,13
82,,4/13/2016,31-105,2016,31,CLE,Home,DET,L (-2),,,,,,,,,,,,,,,,,,,,,,
1,1,10/25/2016,31-300,2016,31,CLE,Home,NYK,W (+29),1,32:23:00,9,14,0.643,0,3,0,1,2,0.5,3,8,11,14,0,1,4,3,19,22.2,26
2,2,10/28/2016,31-303,2016,31,CLE,Away,TOR,W (+3),1,38:40:00,7,16,0.438,2,6,0.333,5,7,0.714,2,6,8,7,0,0,5,2,21,14.1,0
3,3,10/29/2016,31-304,2016,31,CLE,Home,ORL,W (+6),1,39:00:00,7,16,0.438,2,6,0.333,7,11,0.636,1,5,6,9,1,1,2,2,23,20.4,1
4,4,11/1/2016,31-307,2016,31,CLE,Home,HOU,W (+8),1,35:51:00,6,12,0.5,1,3,0.333,6,10,0.6,3,10,13,8,0,0,4,4,19,16.5,15
5,5,11/3/2016,31-309,2016,31,CLE,Home,BOS,W (+6),1,36:22:00,12,22,0.545,1,4,0.25,5,5,1,1,6,7,12,1,0,2,2,30,28.5,18
6,6,11/5/2016,31-311,2016,31,CLE,Away,PHI,W (+1),1,35:52:00,9,23,0.391,1,5,0.2,6,7,0.857,1,7,8,14,2,1,5,1,25,22,11
7,7,11/8/2016,31-314,2016,31,CLE,Home,ATL,L (-4),1,36:52:00,8,17,0.471,2,5,0.4,5,5,1,2,7,9,5,3,0,1,3,23,22.1,7
8,8,11/11/2016,31-317,2016,31,CLE,Away,WAS,W (+11),1,38:06:00,9,18,0.5,3,4,0.75,6,9,0.667,0,10,10,5,2,2,6,1,27,20.3,7
9,9,11/13/2016,31-319,2016,31,CLE,Home,CHO,W (+7),1,38:42:00,8,21,0.381,2,5,0.4,1,2,0.5,0,8,8,8,1,1,3,0,19,13.8,12
10,10,11/15/2016,31-321,2016,31,CLE,Home,TOR,W (+4),1,38:04:00,10,15,0.667,2,5,0.4,6,10,0.6,0,9,9,15,1,0,5,2,28,28.3,1
11,,11/16/2016,31-322,2016,31,CLE,Away,IND,L (-10),,,,,,,,,,,,,,,,,,,,,,
12,11,11/18/2016,31-324,2016,31,CLE,Home,DET,W (+23),1,28:03:00,9,14,0.643,1,3,0.333,2,3,0.667,0,3,3,3,0,1,2,1,21,15.7,21
13,12,11/23/2016,31-329,2016,31,CLE,Home,POR,W (+12),1,37:30:00,11,21,0.524,2,3,0.667,7,8,0.875,1,9,10,13,3,0,3,0,31,32.8,17
14,13,11/25/2016,31-331,2016,31,CLE,Home,DAL,W (+38),1,29:03:00,6,13,0.462,2,5,0.4,5,5,1,0,5,5,11,1,0,4,1,19,18.1,33
15,14,11/27/2016,31-333,2016,31,CLE,Away,PHI,W (+4),1,41:30:00,9,19,0.474,1,4,0.25,7,9,0.778,2,8,10,13,1,0,5,0,26,24.4,2
16,15,11/29/2016,31-335,2016,31,CLE,Away,MIL,L (-17),1,32:53:00,8,16,0.5,3,8,0.375,3,7,0.429,0,4,4,4,0,0,7,3,22,8.2,-12
17,16,12/1/2016,31-337,2016,31,CLE,Home,LAC,L (-19),1,33:37:00,5,14,0.357,0,2,0,6,11,0.545,1,4,5,5,2,0,5,2,16,7.8,-20
18,17,12/2/2016,31-338,2016,31,CLE,Away,CHI,L (-6),1,44:40:00,13,22,0.591,1,3,0.333,0,0,,0,5,5,13,0,0,8,2,27,18.6,-2
19,18,12/5/2016,31-341,2016,31,CLE,Away,TOR,W (+4),1,42:01:00,12,26,0.462,2,7,0.286,8,9,0.889,3,5,8,7,2,0,1,2,34,28.9,9
20,19,12/7/2016,31-343,2016,31,CLE,Away,NYK,W (+32),1,32:27:00,7,10,0.7,1,2,0.5,10,14,0.714,2,4,6,7,1,2,4,2,25,24.3,32
21,20,12/9/2016,31-345,2016,31,CLE,Home,MIA,W (+30),1,37:19:00,12,22,0.545,1,3,0.333,2,4,0.5,2,6,8,8,3,0,3,2,27,23.6,22
22,21,12/10/2016,31-346,2016,31,CLE,Home,CHO,W (+11),1,42:27:00,17,24,0.708,5,10,0.5,5,9,0.556,1,8,9,10,3,1,5,3,44,40,-1
23,22,12/13/2016,31-349,2016,31,CLE,Home,MEM,W (+17),1,36:29:00,9,17,0.529,0,4,0,5,8,0.625,1,5,6,8,3,0,6,1,23,17.9,9
24,,12/14/2016,31-350,2016,31,CLE,Away,MEM,L (-8),,,,,,,,,,,,,,,,,,,,,,
25,23,12/17/2016,31-353,2016,31,CLE,Home,LAL,W (+11),1,38:55:00,9,18,0.5,2,5,0.4,6,11,0.545,1,6,7,9,2,2,2,1,26,24.8,17
26,24,12/20/2016,31-356,2016,31,CLE,Away,MIL,W (+6),1,47:29:00,12,25,0.48,5,9,0.556,5,6,0.833,3,9,12,7,1,1,2,2,34,29.5,8
27,25,12/21/2016,31-357,2016,31,CLE,Home,MIL,W (+11),1,34:25:00,12,24,0.5,4,7,0.571,1,1,1,1,8,9,6,0,0,2,0,29,22.3,26
28,26,12/23/2016,31-359,2016,31,CLE,Home,BRK,W (+20),1,27:16:00,7,16,0.438,0,3,0,5,6,0.833,1,3,4,6,3,0,1,0,19,18,32
29,27,12/25/2016,31-361,2016,31,CLE,Home,GSW,W (+1),1,40:11:00,12,22,0.545,4,8,0.5,3,7,0.429,5,8,13,4,2,1,5,2,31,24.4,4
30,,12/26/2016,31-362,2016,31,CLE,Away,DET,L (-16),,,,,,,,,,,,,,,,,,,,,,
31,28,12/29/2016,31-365,2016,31,CLE,Home,BOS,W (+6),1,43:44:00,9,18,0.5,2,6,0.333,3,7,0.429,2,6,8,11,1,3,8,2,23,17.6,1
32,29,12/31/2016,32-001,2016,32,CLE,Away,CHO,W (+12),1,35:47:00,12,25,0.48,4,8,0.5,4,6,0.667,2,4,6,9,1,0,1,1,32,27,17
33,30,1/2/2017,32-003,2017,32,CLE,Home,NOP,W (+8),1,38:55:00,9,21,0.429,0,4,0,8,10,0.8,2,5,7,6,2,1,4,1,26,19.5,-4
34,31,1/4/2017,32-005,2017,32,CLE,Home,CHI,L (-12),1,36:53:00,12,21,0.571,1,2,0.5,6,9,0.667,2,6,8,7,1,0,5,2,31,23.2,-13
35,32,1/6/2017,32-007,2017,32,CLE,Away,BRK,W (+8),1,35:17:00,14,20,0.7,0,1,0,8,10,0.8,0,9,9,6,3,0,5,2,36,30.9,20
36,33,1/8/2017,32-009,2017,32,CLE,Away,PHO,W (+4),1,39:31:00,11,17,0.647,2,4,0.5,4,6,0.667,3,5,8,4,1,0,7,3,28,18.9,-2
37,34,1/10/2017,32-011,2017,32,CLE,Away,UTA,L (-8),1,36:55:00,10,20,0.5,3,6,0.5,6,7,0.857,1,5,6,5,4,0,4,0,29,24.3,-8
38,35,1/11/2017,32-012,2017,32,CLE,Away,POR,L (-16),1,30:31:00,5,12,0.417,2,5,0.4,8,9,0.889,1,10,11,4,1,1,5,1,20,16,-7
39,36,1/13/2017,32-014,2017,32,CLE,Away,SAC,W (+12),1,41:41:00,6,12,0.5,1,4,0.25,3,3,1,0,2,2,15,1,1,5,2,16,17,16
40,37,1/16/2017,32-017,2017,32,CLE,Away,GSW,L (-35),1,35:00:00,6,18,0.333,1,4,0.25,7,10,0.7,2,6,8,2,1,0,6,1,20,7.8,-32
41,38,1/19/2017,32-020,2017,32,CLE,Home,PHO,W (+15),1,39:08:00,8,12,0.667,0,2,0,5,8,0.625,0,9,9,15,1,2,4,2,21,25.4,14
42,39,1/21/2017,32-022,2017,32,CLE,Home,SAS,L (-3),1,45:20:00,11,16,0.688,2,5,0.4,5,7,0.714,0,6,6,7,2,0,7,5,29,21.1,-16
43,40,1/23/2017,32-024,2017,32,CLE,Away,NOP,L (-2),1,43:43:00,11,21,0.524,1,4,0.25,3,4,0.75,2,8,10,12,2,0,6,2,26,22.7,-11
44,41,1/25/2017,32-026,2017,32,CLE,Home,SAC,L (-4),1,44:49:00,8,15,0.533,0,3,0,8,11,0.727,4,9,13,11,2,1,5,3,24,25.2,-1
45,42,1/27/2017,32-028,2017,32,CLE,Home,BRK,W (+8),1,34:14:00,13,18,0.722,1,3,0.333,4,7,0.571,0,5,5,11,0,0,5,1,31,26.2,22
46,43,1/29/2017,32-030,2017,32,CLE,Home,OKC,W (+16),1,36:50:00,9,18,0.5,0,2,0,7,10,0.7,1,13,14,8,1,0,2,1,25,23.6,10
47,44,1/30/2017,32-031,2017,32,CLE,Away,DAL,L (-7),1,37:17:00,9,19,0.474,1,6,0.167,4,8,0.5,0,9,9,9,2,0,5,0,23,17.7,-8
48,45,2/1/2017,32-033,2017,32,CLE,Home,MIN,W (+28),1,34:28:00,11,14,0.786,1,2,0.5,4,7,0.571,0,8,8,12,2,1,2,1,27,31.5,16
49,46,2/4/2017,32-036,2017,32,CLE,Away,NYK,W (+7),1,39:35:00,12,20,0.6,4,8,0.5,4,5,0.8,0,5,5,10,0,0,5,1,32,25.5,11
50,47,2/6/2017,32-038,2017,32,CLE,Away,WAS,W (+5),1,42:04:00,12,18,0.667,6,8,0.75,2,5,0.4,0,7,7,17,2,2,6,6,32,32,0
51,48,2/8/2017,32-040,2017,32,CLE,Away,IND,W (+15),1,38:16:00,9,16,0.563,1,2,0.5,6,8,0.75,1,5,6,9,1,1,4,2,25,22,8
52,49,2/9/2017,32-041,2017,32,CLE,Away,OKC,L (-9),1,40:53:00,8,19,0.421,1,4,0.25,1,3,0.333,1,4,5,7,2,2,3,1,18,13.9,-4
53,50,2/11/2017,32-043,2017,32,CLE,Home,DEN,W (+16),1,33:09:00,11,16,0.688,1,1,1,4,4,1,0,5,5,12,2,0,6,1,27,25.7,26
54,51,2/14/2017,32-046,2017,32,CLE,Away,MIN,W (+8),1,39:30:00,10,14,0.714,2,3,0.667,3,6,0.5,1,7,8,14,0,0,6,3,25,23.4,11
55,52,2/15/2017,32-047,2017,32,CLE,Home,IND,W (+9),1,32:35:00,12,17,0.706,4,5,0.8,3,4,0.75,0,5,5,4,1,0,4,2,31,24,9
